,Date,Price_x,Open_x,Price-2_x,Open-2_x,Price-7_x,Open-7_x,Price_y,Open_y,Price-2_y,Open-2_y,Price-7_y,Open-7_y,Price_x,Open_x,Price-2_x,Open-2_x,Price-7_x,Open-7_x,Price_y,Open_y,Price-2_y,Open-2_y,Price-7_y,Open-7_y
190,25-Sep-19,"2,984.87","2,968.35","2,991.78","2,983.50","2,997.96","2,996.41",56.49,56.7,58.64,59.25,62.9,61.48,"1,528.90","1,556.30","1,548.50","1,535.00","1,528.70","1,523.90","26,970.71","26,866.71","26,949.99","26,851.45","27,076.82","27,146.06"
191,24-Sep-19,"2,966.60","3,002.43","2,992.07","3,008.42","3,007.39","3,012.21",57.29,58.44,58.09,58.65,54.85,55.15,"1,557.10","1,544.20","1,532.00","1,531.00","1,517.00","1,521.00","26,807.77","27,034.07","26,935.07","27,102.18","27,219.52","27,216.67"
192,23-Sep-19,"2,991.78","2,983.50","3,006.79","3,010.36","3,009.57","3,009.08",58.64,59.25,58.13,58.2,55.09,55.93,"1,548.50","1,535.00","1,523.20","1,513.30","1,524.50","1,520.90","26,949.99","26,851.45","27,094.79","27,186.05","27,182.45","27,197.32"
193,20-Sep-19,"2,992.07","3,008.42","3,006.73","3,001.50","3,000.93","2,981.41",58.09,58.65,58.11,58.81,55.75,57.89,"1,532.00","1,531.00","1,532.80","1,525.30","1,520.00","1,513.00","26,935.07","27,102.18","27,147.08","27,075.39","27,137.04","26,928.05"
194,19-Sep-19,"3,006.79","3,010.36","3,005.70","2,995.67","2,979.39","2,971.01",58.13,58.2,59.34,61.96,57.4,58.03,"1,523.20","1,513.30","1,530.50","1,523.10","1,515.80","1,520.00","27,094.79","27,186.05","27,110.80","27,010.12","26,909.43","26,805.83"
195,18-Sep-19,"3,006.73","3,001.50","2,997.96","2,996.41","2,978.43","2,988.43",58.11,58.81,62.9,61.48,57.85,56.8,"1,532.80","1,525.30","1,528.70","1,523.90","1,527.60","1,528.00","27,147.08","27,075.39","27,076.82","27,146.06","26,835.51","26,866.23"
196,17-Sep-19,"3,005.70","2,995.67","3,007.39","3,012.21","2,978.71","2,980.33",59.34,61.96,54.85,55.15,56.52,56.19,"1,530.50","1,523.10","1,517.00","1,521.00","1,531.50","1,542.60","27,110.80","27,010.12","27,219.52","27,216.67","26,797.46","26,790.25"
197,16-Sep-19,"2,997.96","2,996.41","3,009.57","3,009.08","2,976.00","2,960.60",62.9,61.48,55.09,55.93,56.3,55.95,"1,528.70","1,523.90","1,524.50","1,520.90","1,541.30","1,575.00","27,076.82","27,146.06","27,182.45","27,197.32","26,728.15","26,603.15"
198,13-Sep-19,"3,007.39","3,012.21","3,000.93","2,981.41","2,937.78","2,924.67",54.85,55.15,55.75,57.89,56.26,53.92,"1,517.00","1,521.00","1,520.00","1,513.00","1,576.20","1,571.00","27,219.52","27,216.67","27,137.04","26,928.05","26,355.47","26,301.99"
199,12-Sep-19,"3,009.57","3,009.08","2,979.39","2,971.01","2,906.27","2,909.01",55.09,55.93,57.4,58.03,53.94,55.0,"1,524.50","1,520.90","1,515.80","1,520.00","1,571.90","1,556.00","27,182.45","27,197.32","26,909.43","26,805.83","26,118.02","26,198.26"
200,11-Sep-19,"3,000.93","2,981.41","2,978.43","2,988.43","2,926.46","2,937.09",55.75,57.89,57.85,56.8,54.66,54.81,"1,520.00","1,513.00","1,527.60","1,528.00","1,535.15","1,537.95","27,137.04","26,928.05","26,835.51","26,866.23","26,403.28","26,476.39"
201,10-Sep-19,"2,979.39","2,971.01","2,978.71","2,980.33","2,924.58","2,910.37",57.4,58.03,56.52,56.19,54.8,55.0,"1,515.80","1,520.00","1,531.50","1,542.60","1,538.05","1,535.25","26,909.43","26,805.83","26,797.46","26,790.25","26,362.25","26,249.09"
202,9-Sep-19,"2,978.43","2,988.43","2,976.00","2,960.60","2,887.94","2,861.28",57.85,56.8,56.3,55.95,55.1,56.63,"1,527.60","1,528.00","1,541.30","1,575.00","1,545.50","1,551.90","26,835.51","26,866.23","26,728.15","26,603.15","26,036.10","25,712.99"
203,6-Sep-19,"2,978.71","2,980.33","2,937.78","2,924.67","2,869.16","2,893.14",56.52,56.19,56.26,53.92,56.71,55.88,"1,531.50","1,542.60","1,576.20","1,571.00","1,552.60","1,566.50","26,797.46","26,790.25","26,355.47","26,301.99","25,777.90","26,014.46"
204,5-Sep-19,"2,976.00","2,960.60","2,906.27","2,909.01","2,878.38","2,866.70",56.3,55.95,53.94,55.0,55.78,55.71,"1,541.30","1,575.00","1,571.90","1,556.00","1,564.50","1,569.40","26,728.15","26,603.15","26,118.02","26,198.26","25,898.83","25,826.05"
205,4-Sep-19,"2,937.78","2,924.67","2,926.46","2,937.09","2,847.11","2,911.07",56.26,53.92,54.66,54.81,54.93,53.76,"1,576.20","1,571.00","1,535.15","1,537.95","1,567.20","1,558.60","26,355.47","26,301.99","26,403.28","26,476.39","25,628.90","26,134.21"
206,3-Sep-19,"2,906.27","2,909.01","2,924.58","2,910.37","2,922.95","2,930.94",53.94,55.0,54.8,55.0,53.64,53.25,"1,571.90","1,556.00","1,538.05","1,535.25","1,552.10","1,557.00","26,118.02","26,198.26","26,362.25","26,249.09","26,252.24","26,271.64"
207,30-Aug-19,"2,926.46","2,937.09","2,887.94","2,861.28","2,924.43","2,922.04",55.1,56.63,55.78,55.71,55.68,56.05,"1,545.50","1,551.90","1,564.50","1,569.40","1,530.40","1,531.30","26,403.28","26,476.39","26,036.10","25,712.99","26,202.73","26,145.36"
208,29-Aug-19,"2,924.58","2,910.37","2,869.16","2,893.14","2,900.51","2,919.01",56.71,55.88,54.93,53.76,56.34,56.1,"1,552.60","1,566.50","1,567.20","1,558.60","1,530.40","1,526.50","26,362.25","26,249.09","25,777.90","26,014.46","25,962.44","26,086.86"
209,28-Aug-19,"2,887.94","2,861.28","2,878.38","2,866.70","2,923.65","2,913.48",55.78,55.71,53.64,53.25,56.21,54.96,"1,564.50","1,569.40","1,552.10","1,557.00","1,526.20","1,530.00","26,036.10","25,712.99","25,898.83","25,826.05","26,135.79","26,020.06"
210,27-Aug-19,"2,869.16","2,893.14","2,847.11","2,911.07","2,888.68","2,864.74",54.93,53.76,54.17,55.35,54.87,54.74,"1,567.20","1,558.60","1,552.50","1,518.00","1,538.20","1,538.50","25,777.90","26,014.46","25,628.90","26,134.21","25,886.01","25,678.17"
211,26-Aug-19,"2,878.38","2,866.70","2,922.95","2,930.94","2,847.60","2,846.20",53.64,53.25,55.35,55.94,54.47,54.9,"1,552.10","1,557.00","1,523.40","1,527.00","1,545.90","1,545.70","25,898.83","25,826.05","26,252.24","26,271.64","25,579.39","25,514.25"
212,23-Aug-19,"2,847.11","2,911.07","2,924.43","2,922.04","2,840.60","2,894.15",54.17,55.35,55.68,56.05,55.23,56.74,"1,552.50","1,518.00","1,530.40","1,531.30","1,542.90","1,526.80","25,628.90","26,134.21","26,202.73","26,145.36","25,479.42","26,035.08"
213,22-Aug-19,"2,922.95","2,930.94","2,900.51","2,919.01","2,926.32","2,880.72",55.35,55.94,56.34,56.1,57.1,54.73,"1,523.40","1,527.00","1,530.40","1,526.50","1,529.30","1,541.80","26,252.24","26,271.64","25,962.44","26,086.86","26,279.91","25,888.88"
214,21-Aug-19,"2,924.43","2,922.04","2,923.65","2,913.48","2,883.75","2,907.07",55.68,56.05,56.21,54.96,54.93,54.32,"1,530.40","1,531.30","1,526.20","1,530.00","1,532.00","1,520.00","26,202.73","26,145.36","26,135.79","26,020.06","25,907.37","26,169.91"
215,20-Aug-19,"2,900.51","2,919.01","2,888.68","2,864.74","2,918.65","2,930.51",56.34,56.1,54.87,54.74,54.5,52.88,"1,530.40","1,526.50","1,538.20","1,538.50","1,523.30","1,526.00","25,962.44","26,086.86","25,886.01","25,678.17","26,287.44","26,337.09"
216,19-Aug-19,"2,923.65","2,913.48","2,847.60","2,846.20","2,938.09","2,896.21",56.21,54.96,54.47,54.9,52.54,52.33,"1,526.20","1,530.00","1,545.90","1,545.70","1,524.00","1,524.40","26,135.79","26,020.06","25,579.39","25,514.25","26,378.19","26,086.52"
217,16-Aug-19,"2,888.68","2,864.74","2,840.60","2,894.15","2,883.98","2,858.65",54.87,54.74,55.23,56.74,51.09,53.42,"1,538.20","1,538.50","1,542.90","1,526.80","1,533.60","1,500.40","25,886.01","25,678.17","25,479.42","26,035.08","26,007.07","25,814.22"
218,15-Aug-19,"2,847.60","2,846.20","2,926.32","2,880.72","2,881.77","2,861.18",54.47,54.9,57.1,54.73,53.63,54.95,"1,545.90","1,545.70","1,529.30","1,541.80","1,498.60","1,495.00","25,579.39","25,514.25","26,279.91","25,888.88","26,029.52","25,810.62"
219,14-Aug-19,"2,840.60","2,894.15","2,883.75","2,907.07","2,844.74","2,898.07",55.23,56.74,54.93,54.32,54.69,55.38,"1,542.90","1,526.80","1,532.00","1,520.00","1,491.00","1,467.20","25,479.42","26,035.08","25,907.37","26,169.91","25,717.74","26,259.23"
220,13-Aug-19,"2,926.32","2,880.72","2,918.65","2,930.51","2,932.05","2,943.90",57.1,54.73,54.5,52.88,55.66,54.54,"1,529.30","1,541.80","1,523.30","1,526.00","1,472.90","1,471.10","26,279.91","25,888.88","26,287.44","26,337.09","26,485.01","26,528.66"
221,12-Aug-19,"2,883.75","2,907.07","2,938.09","2,896.21","2,953.56","2,980.32",54.93,54.32,52.54,52.33,53.95,57.85,"1,532.00","1,520.00","1,524.00","1,524.40","1,448.40","1,442.60","25,907.37","26,169.91","26,378.19","26,086.52","26,583.42","26,879.86"
222,9-Aug-19,"2,918.65","2,930.51","2,883.98","2,858.65","2,980.38","3,016.22",54.5,52.88,51.09,53.42,58.58,58.34,"1,523.30","1,526.00","1,533.60","1,500.40","1,453.70","1,459.00","26,287.44","26,337.09","26,007.07","25,814.22","26,864.27","27,244.67"
223,8-Aug-19,"2,938.09","2,896.21","2,881.77","2,861.18","3,013.18","3,007.66",52.54,52.33,53.63,54.95,58.05,57.07,"1,524.00","1,524.40","1,498.60","1,495.00","1,457.70","1,453.30","26,378.19","26,086.52","26,029.52","25,810.62","27,198.02","27,145.39"
224,7-Aug-19,"2,883.98","2,858.65","2,844.74","2,898.07","3,020.97","3,024.47",51.09,53.42,54.69,55.38,56.87,56.2,"1,533.60","1,500.40","1,491.00","1,467.20","1,449.20","1,452.30","26,007.07","25,814.22","25,717.74","26,259.23","27,221.35","27,192.24"
225,6-Aug-19,"2,881.77","2,861.18","2,932.05","2,943.90","3,025.86","3,013.25",53.63,54.95,55.66,54.54,56.2,55.93,"1,498.60","1,495.00","1,472.90","1,471.10","1,448.10","1,444.00","26,029.52","25,810.62","26,485.01","26,528.66","27,192.45","27,166.00"
226,5-Aug-19,"2,844.74","2,898.07","2,953.56","2,980.32","3,003.67","3,016.26",54.69,55.38,53.95,57.85,56.02,55.9,"1,491.00","1,467.20","1,448.40","1,442.60","1,443.10","1,452.60","25,717.74","26,259.23","26,583.42","26,879.86","27,140.98","27,247.39"
227,2-Aug-19,"2,932.05","2,943.90","2,980.38","3,016.22","3,019.56","2,998.77",55.66,54.54,58.58,58.34,55.88,57.23,"1,472.90","1,471.10","1,453.70","1,459.00","1,452.10","1,445.40","26,485.01","26,528.66","26,864.27","27,244.67","27,269.97","27,262.24"
228,1-Aug-19,"2,953.56","2,980.32","3,013.18","3,007.66","3,005.47","2,994.74",53.95,57.85,58.05,57.07,56.77,56.17,"1,448.40","1,442.60","1,457.70","1,453.30","1,450.00","1,450.00","26,583.42","26,879.86","27,198.02","27,145.39","27,349.19","27,231.86"
229,31-Jul-19,"2,980.38","3,016.22","3,020.97","3,024.47","2,985.03","2,981.93",58.58,58.34,56.87,56.2,56.22,56.22,"1,453.70","1,459.00","1,449.20","1,452.30","1,455.20","1,453.60","26,864.27","27,244.67","27,221.35","27,192.24","27,171.90","27,174.18"
230,30-Jul-19,"3,013.18","3,007.66","3,025.86","3,013.25","2,976.61","3,004.26",58.05,57.07,56.2,55.93,55.63,55.72,"1,457.70","1,453.30","1,448.10","1,444.00","1,454.70","1,470.50","27,198.02","27,145.39","27,192.45","27,166.00","27,154.20","27,246.38"
231,29-Jul-19,"3,020.97","3,024.47","3,003.67","3,016.26","2,995.11","2,978.87",56.87,56.2,56.02,55.9,55.3,56.6,"1,449.20","1,452.30","1,443.10","1,452.60","1,456.40","1,451.20","27,221.35","27,192.24","27,140.98","27,247.39","27,222.97","27,191.98"
232,26-Jul-19,"3,025.86","3,013.25","3,019.56","2,998.77","2,984.42","3,005.10",56.2,55.93,55.88,57.23,56.78,57.52,"1,448.10","1,444.00","1,452.10","1,445.40","1,451.60","1,430.00","27,192.45","27,166.00","27,269.97","27,262.24","27,219.85","27,320.91"
233,25-Jul-19,"3,003.67","3,016.26","3,005.47","2,994.74","3,004.04","3,012.13",56.02,55.9,56.77,56.17,57.62,59.26,"1,443.10","1,452.60","1,450.00","1,450.00","1,439.30","1,445.30","27,140.98","27,247.39","27,349.19","27,231.86","27,335.63","27,349.32"
234,24-Jul-19,"3,019.56","2,998.77","2,985.03","2,981.93","3,014.30","3,017.80",55.88,57.23,56.22,56.22,59.58,60.25,"1,452.10","1,445.40","1,455.20","1,453.60","1,441.50","1,441.00","27,269.97","27,262.24","27,171.90","27,174.18","27,359.16","27,364.69"
235,23-Jul-19,"3,005.47","2,994.74","2,976.61","3,004.26","3,013.77","3,003.36",56.77,56.17,55.63,55.72,60.21,60.46,"1,450.00","1,450.00","1,454.70","1,470.50","1,440.20","1,437.20","27,349.19","27,231.86","27,154.20","27,246.38","27,332.03","27,139.49"
236,22-Jul-19,"2,985.03","2,981.93","2,995.11","2,978.87","2,999.91","2,999.62",56.22,56.22,55.3,56.6,60.2,60.44,"1,455.20","1,453.60","1,456.40","1,451.20","1,434.60","1,453.20","27,171.90","27,174.18","27,222.97","27,191.98","27,088.08","26,950.16"
237,19-Jul-19,"2,976.61","3,004.26","2,984.42","3,005.10","2,993.07","2,989.30",55.63,55.72,56.78,57.52,60.43,58.4,"1,454.70","1,470.50","1,451.60","1,430.00","1,439.90","1,421.20","27,154.20","27,246.38","27,219.85","27,320.91","26,860.20","26,851.96"
238,18-Jul-19,"2,995.11","2,978.87","3,004.04","3,012.13","2,979.63","2,965.52",55.3,56.6,57.62,59.26,57.83,57.56,"1,456.40","1,451.20","1,439.30","1,445.30","1,427.60","1,424.30","27,222.97","27,191.98","27,335.63","27,349.32","26,783.49","26,725.12"
239,17-Jul-19,"2,984.42","3,005.10","3,014.30","3,017.80","2,975.95","2,979.77",56.78,57.52,59.58,60.25,57.66,57.77,"1,451.60","1,430.00","1,441.50","1,441.00","1,426.80","1,425.60","27,219.85","27,320.91","27,359.16","27,364.69","26,806.14","26,835.64"
240,16-Jul-19,"3,004.04","3,012.13","3,013.77","3,003.36","2,990.41","2,984.25",57.62,59.26,60.21,60.46,57.51,57.38,"1,439.30","1,445.30","1,440.20","1,437.20","1,426.30","1,448.00","27,335.63","27,349.32","27,332.03","27,139.49","26,922.12","26,867.75"
241,15-Jul-19,"3,014.30","3,017.80","2,999.91","2,999.62","2,995.82","2,978.08",59.58,60.25,60.2,60.44,56.8,57.41,"1,441.50","1,441.00","1,434.60","1,453.20","1,423.55","1,421.25","27,359.16","27,364.69","27,088.08","26,950.16","26,966.00","26,832.32"
242,12-Jul-19,"3,013.77","3,003.36","2,993.07","2,989.30","2,973.01","2,964.66",60.21,60.46,60.43,58.4,57.34,56.49,"1,440.20","1,437.20","1,439.90","1,421.20","1,446.10","1,447.80","27,332.03","27,139.49","26,860.20","26,851.96","26,786.68","26,719.53"
243,11-Jul-19,"2,999.91","2,999.62","2,979.63","2,965.52","2,964.33","2,971.41",60.2,60.44,57.83,57.56,56.25,59.14,"1,434.60","1,453.20","1,427.60","1,424.30","1,433.10","1,416.90","27,088.08","26,950.16","26,783.49","26,725.12","26,717.43","26,805.86"
244,10-Jul-19,"2,993.07","2,989.30","2,975.95","2,979.77","2,941.76","2,932.94",60.43,58.4,57.66,57.77,59.09,59.27,"1,439.90","1,421.20","1,426.80","1,425.60","1,413.90","1,424.50","26,860.20","26,851.96","26,806.14","26,835.64","26,599.96","26,605.93"
245,9-Jul-19,"2,979.63","2,965.52","2,990.41","2,984.25","2,924.92","2,919.66",57.83,57.56,57.51,57.38,58.47,59.22,"1,427.60","1,424.30","1,426.30","1,448.00","1,437.50","1,435.60","26,783.49","26,725.12","26,922.12","26,867.75","26,526.58","26,523.72"
246,8-Jul-19,"2,975.95","2,979.77","2,995.82","2,978.08","2,913.78","2,926.07",57.66,57.77,56.8,57.41,59.43,59.27,"1,426.80","1,425.60","1,423.55","1,421.25","1,435.40","1,433.80","26,806.14","26,835.64","26,966.00","26,832.32","26,536.82","26,599.42"
247,5-Jul-19,"2,990.41","2,984.25","2,973.01","2,964.66","2,917.38","2,945.78",57.51,57.38,57.34,56.49,59.38,58.84,"1,426.30","1,448.00","1,446.10","1,447.80","1,438.60","1,444.30","26,922.12","26,867.75","26,786.68","26,719.53","26,548.22","26,731.61"
248,3-Jul-19,"2,995.82","2,978.08","2,964.33","2,971.41","2,945.35","2,951.42",57.34,56.49,59.09,59.27,57.9,57.72,"1,446.10","1,447.80","1,413.90","1,424.50","1,441.40","1,431.60","26,966.00","26,832.32","26,717.43","26,805.86","26,727.54","26,727.61"
249,2-Jul-19,"2,973.01","2,964.66","2,941.76","2,932.94","2,950.46","2,952.71",56.25,59.14,58.47,59.22,57.43,57.26,"1,433.10","1,416.90","1,437.50","1,435.60","1,423.40","1,415.70","26,786.68","26,719.53","26,599.96","26,605.93","26,719.13","26,749.12"
250,1-Jul-19,"2,964.33","2,971.41","2,924.92","2,919.66","2,954.18","2,949.60",59.09,59.27,59.43,59.27,56.65,54.12,"1,413.90","1,424.50","1,435.40","1,433.80","1,420.30","1,386.90","26,717.43","26,805.86","26,526.58","26,523.72","26,753.17","26,665.38"
251,28-Jun-19,"2,941.76","2,932.94","2,913.78","2,926.07","2,926.46","2,920.55",58.47,59.22,59.38,58.84,53.76,54.09,"1,437.50","1,435.60","1,438.60","1,444.30","1,373.50","1,374.50","26,599.96","26,605.93","26,536.82","26,599.42","26,504.00","26,490.16"
252,27-Jun-19,"2,924.92","2,919.66","2,917.38","2,945.78","2,917.75","2,906.71",59.43,59.27,57.83,57.74,53.9,51.95,"1,435.40","1,433.80","1,441.80","1,446.20","1,375.50","1,367.20","26,526.58","26,523.72","26,548.22","26,731.61","26,465.54","26,228.88"
253,26-Jun-19,"2,913.78","2,926.07","2,945.35","2,951.42","2,889.67","2,889.75",59.38,58.84,57.9,57.72,51.93,52.5,"1,438.60","1,444.30","1,441.40","1,431.60","1,367.70","1,369.30","26,536.82","26,599.42","26,727.54","26,727.61","26,112.53","26,108.53"
254,25-Jun-19,"2,917.38","2,945.78","2,950.46","2,952.71","2,886.98","2,886.82",57.83,57.74,57.43,57.26,52.51,52.18,"1,441.80","1,446.20","1,423.40","1,415.70","1,369.60","1,373.60","26,548.22","26,731.61","26,719.13","26,749.12","26,089.61","26,076.36"
255,24-Jun-19,"2,945.35","2,951.42","2,954.18","2,949.60","2,891.64","2,886.24",57.9,57.72,56.65,54.12,52.28,51.07,"1,441.40","1,431.60","1,420.30","1,386.90","1,368.80","1,362.80","26,727.54","26,727.61","26,753.17","26,665.38","26,106.77","26,036.94"
256,21-Jun-19,"2,950.46","2,952.71","2,926.46","2,920.55","2,879.84","2,882.73",57.43,57.26,53.76,54.09,51.14,53.04,"1,423.40","1,415.70","1,373.50","1,374.50","1,362.30","1,365.20","26,719.13","26,749.12","26,504.00","26,490.16","26,004.83","26,040.30"
257,20-Jun-19,"2,954.18","2,949.60","2,917.75","2,906.71","2,885.72","2,903.27",56.65,54.12,53.9,51.95,53.27,53.43,"1,420.30","1,386.90","1,375.50","1,367.20","1,356.90","1,350.50","26,753.17","26,665.38","26,465.54","26,228.88","26,048.51","26,180.59"
258,19-Jun-19,"2,926.46","2,920.55","2,889.67","2,889.75","2,886.73","2,885.83",53.76,54.09,51.93,52.5,53.26,54.24,"1,373.50","1,374.50","1,367.70","1,369.30","1,354.80","1,365.80","26,504.00","26,490.16","26,112.53","26,108.53","26,062.68","26,090.22"
259,18-Jun-19,"2,917.75","2,906.71","2,886.98","2,886.82","2,873.34","2,852.87",53.9,51.95,52.51,52.18,53.99,53.1,"1,375.50","1,367.20","1,369.60","1,373.60","1,370.40","1,359.60","26,465.54","26,228.88","26,089.61","26,076.36","25,983.94","25,768.72"
260,17-Jun-19,"2,889.67","2,889.75","2,891.64","2,886.24","2,843.49","2,828.51",51.93,52.5,52.28,51.07,52.59,51.66,"1,367.70","1,369.30","1,368.80","1,362.80","1,366.90","1,362.60","26,112.53","26,108.53","26,106.77","26,036.94","25,720.66","25,567.45"
261,14-Jun-19,"2,886.98","2,886.82","2,879.84","2,882.73","2,826.15","2,818.09",52.51,52.18,51.14,53.04,51.68,52.86,"1,369.60","1,373.60","1,362.30","1,365.20","1,358.80","1,364.00","26,089.61","26,076.36","26,004.83","26,040.30","25,539.57","25,451.00"
262,13-Jun-19,"2,891.64","2,886.24","2,885.72","2,903.27","2,803.27","2,762.64",52.28,51.07,53.27,53.43,53.48,52.89,"1,368.80","1,362.80","1,356.90","1,350.50","1,354.60","1,352.20","26,106.77","26,036.94","26,048.51","26,180.59","25,332.18","24,962.82"
263,12-Jun-19,"2,879.84","2,882.73","2,886.73","2,885.83","2,744.45","2,751.53",51.14,53.04,53.26,54.24,53.25,53.42,"1,362.30","1,365.20","1,354.80","1,365.80","1,353.40","1,342.40","26,004.83","26,040.30","26,062.68","26,090.22","24,819.78","24,830.16"
264,11-Jun-19,"2,885.72","2,903.27","2,873.34","2,852.87","2,752.06","2,766.15",53.27,53.43,53.99,53.1,53.5,56.46,"1,356.90","1,350.50","1,370.40","1,359.60","1,337.90","1,323.20","26,048.51","26,180.59","25,983.94","25,768.72","24,815.04","25,046.31"
265,10-Jun-19,"2,886.73","2,885.83","2,843.49","2,828.51","2,788.86","2,786.94",53.26,54.24,52.59,51.66,56.59,59.12,"1,354.80","1,365.80","1,366.90","1,362.60","1,319.90","1,307.90","26,062.68","26,090.22","25,720.66","25,567.45","25,169.88","25,139.94"
266,7-Jun-19,"2,873.34","2,852.87","2,826.15","2,818.09","2,783.02","2,790.25",53.99,53.1,51.68,52.86,58.81,59.07,"1,370.40","1,359.60","1,358.80","1,364.00","1,313.50","1,316.30","25,983.94","25,768.72","25,539.57","25,451.00","25,126.41","25,231.46"
267,6-Jun-19,"2,843.49","2,828.51","2,803.27","2,762.64","2,802.39","2,830.03",52.59,51.66,53.48,52.89,59.14,58.94,"1,366.90","1,362.60","1,354.60","1,352.20","1,310.20","1,304.30","25,720.66","25,567.45","25,332.18","24,962.82","25,347.77","25,616.55"
268,5-Jun-19,"2,826.15","2,818.09","2,744.45","2,751.53","2,826.06","2,832.41",51.68,52.86,53.25,53.42,59.16,58.77,"1,358.80","1,364.00","1,353.40","1,342.40","1,284.95","1,284.25","25,539.57","25,451.00","24,819.78","24,830.16","25,585.69","25,551.07"
269,4-Jun-19,"2,803.27","2,762.64","2,752.06","2,766.15","2,822.24","2,836.70",53.48,52.89,53.5,56.46,58.77,58.94,"1,354.60","1,352.20","1,337.90","1,323.20","1,284.15","1,284.20","25,332.18","24,962.82","24,815.04","25,046.31","25,490.47","25,657.99"
270,3-Jun-19,"2,744.45","2,751.53","2,788.86","2,786.94","2,856.27","2,856.06",53.25,53.42,56.59,59.12,58.63,58.21,"1,353.40","1,342.40","1,319.90","1,307.90","1,316.90","1,315.50","24,819.78","24,830.16","25,169.88","25,139.94","25,776.61","25,818.46"
271,31-May-19,"2,752.06","2,766.15","2,783.02","2,790.25","2,864.36","2,854.02",53.5,56.46,58.81,59.07,57.91,61.31,"1,337.90","1,323.20","1,313.50","1,316.30","1,318.60","1,311.90","24,815.04","25,046.31","25,126.41","25,231.46","25,877.33","25,782.34"
272,30-May-19,"2,788.86","2,786.94","2,802.39","2,830.03","2,840.23","2,841.94",56.59,59.12,59.14,58.94,61.42,62.95,"1,319.90","1,307.90","1,310.20","1,304.30","1,308.10","1,306.90","25,169.88","25,139.94","25,347.77","25,616.55","25,679.90","25,655.31"
273,29-May-19,"2,783.02","2,790.25","2,826.06","2,832.41","2,859.53","2,858.60",58.81,59.07,59.16,58.77,62.99,63.22,"1,313.50","1,316.30","1,284.95","1,284.25","1,306.90","1,304.80","25,126.41","25,231.46","25,585.69","25,551.07","25,764.00","25,719.95"
274,28-May-19,"2,802.39","2,830.03","2,822.24","2,836.70","2,876.32","2,855.80",59.14,58.94,58.77,58.94,63.1,62.93,"1,310.20","1,304.30","1,284.15","1,284.20","1,311.00","1,307.00","25,347.77","25,616.55","25,490.47","25,657.99","25,862.68","25,692.14"
275,24-May-19,"2,826.06","2,832.41","2,856.27","2,856.06","2,850.96","2,820.38",58.63,58.21,61.42,62.95,62.02,61.37,"1,316.90","1,315.50","1,308.10","1,306.90","1,330.70","1,332.60","25,585.69","25,551.07","25,776.61","25,818.46","25,648.02","25,400.13"
276,23-May-19,"2,822.24","2,836.70","2,864.36","2,854.02","2,834.41","2,820.12",57.91,61.31,62.99,63.22,61.78,60.86,"1,318.60","1,311.90","1,306.90","1,304.80","1,329.60","1,332.20","25,490.47","25,657.99","25,877.33","25,782.34","25,532.05","25,384.03"
277,22-May-19,"2,856.27","2,856.06","2,840.23","2,841.94","2,811.87","2,840.19",61.42,62.95,63.1,62.93,61.04,61.65,"1,308.10","1,306.90","1,311.00","1,307.00","1,335.50","1,321.90","25,776.61","25,818.46","25,679.90","25,655.31","25,324.99","25,568.06"
278,21-May-19,"2,864.36","2,854.02","2,859.53","2,858.60","2,881.40","2,863.10",62.99,63.22,62.76,63.12,61.66,61.64,"1,306.90","1,304.80","1,309.00","1,318.90","1,322.30","1,323.10","25,877.33","25,782.34","25,764.00","25,719.95","25,942.37","25,763.72"
279,20-May-19,"2,840.23","2,841.94","2,876.32","2,855.80","2,870.72","2,859.84",63.1,62.93,62.87,62.12,61.7,62.02,"1,311.00","1,307.00","1,319.60","1,326.80","1,320.20","1,319.20","25,679.90","25,655.31","25,862.68","25,692.14","25,828.36","25,878.85"
280,17-May-19,"2,859.53","2,858.60","2,850.96","2,820.38","2,879.42","2,879.61",62.76,63.12,62.02,61.37,62.12,61.44,"1,309.00","1,318.90","1,330.70","1,332.60","1,316.50","1,321.20","25,764.00","25,719.95","25,648.02","25,400.13","25,967.33","25,933.79"
281,16-May-19,"2,876.32","2,855.80","2,834.41","2,820.12","2,884.05","2,913.03",62.87,62.12,61.78,60.86,61.4,62.17,"1,319.60","1,326.80","1,329.60","1,332.20","1,320.90","1,315.10","25,862.68","25,692.14","25,532.05","25,384.03","25,965.09","26,276.90"
282,15-May-19,"2,850.96","2,820.38","2,811.87","2,840.19","2,932.47","2,908.89",62.02,61.37,61.04,61.65,62.25,61.43,"1,330.70","1,332.60","1,335.50","1,321.90","1,319.10","1,320.70","25,648.02","25,400.13","25,324.99","25,568.06","26,438.48","26,160.62"
283,14-May-19,"2,834.41","2,820.12","2,881.40","2,863.10","2,945.64","2,929.21",61.78,60.86,61.66,61.64,61.94,61.55,"1,329.60","1,332.20","1,322.30","1,323.10","1,316.80","1,315.40","25,532.05","25,384.03","25,942.37","25,763.72","26,504.95","26,379.14"
284,13-May-19,"2,811.87","2,840.19","2,870.72","2,859.84","2,917.52","2,922.16",61.04,61.65,61.7,62.02,61.81,63.61,"1,335.50","1,321.90","1,320.20","1,319.20","1,307.30","1,310.00","25,324.99","25,568.06","25,828.36","25,878.85","26,307.79","26,407.15"
