,Date,Price_x,Open_x,Price-2_x,Open-2_x,Price-7_x,Open-7_x,Price_y,Open_y,Price-2_y,Open-2_y,Price-7_y,Open-7_y,Price_x,Open_x,Price-2_x,Open-2_x,Price-7_x,Open-7_x,Price_y,Open_y,Price-2_y,Open-2_y,Price-7_y,Open-7_y
62,30-Mar-20,"2,626.65","2,558.98","2,630.07","2,501.29","2,409.39","2,393.48",20.09,20.93,22.6,24.25,25.22,22.3,"1,643.20","1,663.40","1,660.30","1,642.20","1,482.30","1,489.70","22,327.48","21,678.22","22,552.17","21,468.38","20,087.19","19,830.01"
63,27-Mar-20,"2,541.47","2,555.87","2,475.56","2,457.77","2,398.10","2,436.50",21.51,23.29,24.49,24.37,20.37,26.94,"1,654.10","1,653.40","1,634.30","1,665.50","1,480.60","1,533.70","21,636.78","21,898.47","21,200.55","21,050.34","19,898.92","20,188.69"
64,26-Mar-20,"2,630.07","2,501.29","2,447.33","2,344.44","2,529.19","2,425.66",22.6,24.25,24.01,23.87,26.95,28.69,"1,660.30","1,642.20","1,663.30","1,566.30","1,528.10","1,505.80","22,552.17","21,468.38","20,704.91","19,722.19","21,237.38","20,487.05"
65,25-Mar-20,"2,475.56","2,457.77","2,237.40","2,290.71","2,386.13","2,508.59",24.49,24.37,23.36,22.52,28.7,33.75,"1,634.30","1,665.50","1,572.70","1,508.40","1,488.60","1,564.80","21,200.55","21,050.34","18,591.93","19,028.36","20,188.52","20,917.53"
66,24-Mar-20,"2,447.33","2,344.44","2,304.92","2,431.94","2,711.02","2,569.99",24.01,23.87,22.43,24.73,31.73,30.77,"1,663.30","1,566.30","1,488.10","1,474.70","1,519.50","1,581.00","20,704.91","19,722.19","19,173.98","20,253.15","23,185.62","21,973.82"
67,23-Mar-20,"2,237.40","2,290.71","2,409.39","2,393.48","2,480.64","2,630.86",23.36,22.52,25.22,22.3,31.5,33.07,"1,572.70","1,508.40","1,482.30","1,489.70","1,593.20","1,638.70","18,591.93","19,028.36","20,087.19","19,830.01","21,200.62","22,184.71"
68,20-Mar-20,"2,304.92","2,431.94","2,398.10","2,436.50","2,741.38","2,825.60",22.43,24.73,20.37,26.94,32.98,34.62,"1,488.10","1,474.70","1,480.60","1,533.70","1,645.40","1,652.40","19,173.98","20,253.15","19,898.92","20,188.69","23,553.22","24,604.63"
69,19-Mar-20,"2,409.39","2,393.48","2,529.19","2,425.66","2,882.23","2,813.48",25.22,22.3,26.95,28.69,34.36,30.37,"1,482.30","1,489.70","1,528.10","1,505.80","1,663.30","1,683.40","20,087.19","19,830.01","21,237.38","20,487.05","25,018.16","24,453.00"
70,18-Mar-20,"2,398.10","2,436.50","2,386.13","2,508.59","2,746.56","2,863.89",20.37,26.94,28.7,33.75,31.13,32.87,"1,480.60","1,533.70","1,488.60","1,564.80","1,678.60","1,694.50","19,898.92","20,188.69","20,188.52","20,917.53","23,851.02","24,992.36"
71,17-Mar-20,"2,529.19","2,425.66","2,711.02","2,569.99","2,972.37","2,954.20",26.95,28.69,31.73,30.77,41.28,46.09,"1,528.10","1,505.80","1,519.50","1,581.00","1,676.10","1,676.90","21,237.38","20,487.05","23,185.62","21,973.82","25,864.78","25,457.21"
72,16-Mar-20,"2,386.13","2,508.59","2,480.64","2,630.86","3,023.94","3,075.70",28.7,33.75,31.5,33.07,45.9,47.13,"1,488.60","1,564.80","1,593.20","1,638.70","1,672.00","1,642.70","20,188.52","20,917.53","21,200.62","22,184.71","26,121.28","26,671.92"
73,13-Mar-20,"2,711.02","2,569.99","2,741.38","2,825.60","3,130.12","3,045.75",31.73,30.77,32.98,34.62,46.78,46.94,"1,519.50","1,581.00","1,645.40","1,652.40","1,647.20","1,643.00","23,185.62","21,973.82","23,553.22","24,604.63","27,090.86","26,383.68"
74,12-Mar-20,"2,480.64","2,630.86","2,882.23","2,813.48","3,003.37","3,096.46",31.5,33.07,34.36,30.37,47.18,47.72,"1,593.20","1,638.70","1,663.30","1,683.40","1,648.90","1,594.30","21,200.62","22,184.71","25,018.16","24,453.00","25,917.41","26,762.47"
75,11-Mar-20,"2,741.38","2,825.60","2,746.56","2,863.89","3,090.23","2,974.28",32.98,34.62,31.13,32.87,46.75,43.7,"1,645.40","1,652.40","1,678.60","1,694.50","1,599.50","1,598.40","23,553.22","24,604.63","23,851.02","24,992.36","26,703.32","25,590.51"
76,10-Mar-20,"2,882.23","2,813.48","2,972.37","2,954.20","2,954.22","2,916.90",34.36,30.37,41.28,46.09,44.76,46.49,"1,663.30","1,683.40","1,676.10","1,676.90","1,571.80","1,651.70","25,018.16","24,453.00","25,864.78","25,457.21","25,409.36","25,270.83"
77,9-Mar-20,"2,746.56","2,863.89","3,023.94","3,075.70","2,978.76","3,062.54",31.13,32.87,45.9,47.13,47.09,48.63,"1,678.60","1,694.50","1,672.00","1,642.70","1,648.20","1,649.90","23,851.02","24,992.36","26,121.28","26,671.92","25,766.64","26,526.00"
78,6-Mar-20,"2,972.37","2,954.20","3,130.12","3,045.75","3,116.39","3,139.90",41.28,46.09,46.78,46.94,48.73,50.08,"1,676.10","1,676.90","1,647.20","1,643.00","1,648.90","1,643.00","25,864.78","25,457.21","27,090.86","26,383.68","26,957.59","27,159.46"
79,5-Mar-20,"3,023.94","3,075.70","3,003.37","3,096.46","3,128.21","3,238.94",45.9,47.13,47.18,47.72,49.9,51.37,"1,672.00","1,642.70","1,648.90","1,594.30","1,655.80","1,670.00","26,121.28","26,671.92","25,917.41","26,762.47","27,081.36","28,037.65"
80,4-Mar-20,"3,130.12","3,045.75","3,090.23","2,974.28","3,225.89","3,257.61",46.78,46.94,46.75,43.7,51.43,52.6,"1,647.20","1,643.00","1,599.50","1,598.40","1,682.40","1,660.30","27,090.86","26,383.68","26,703.32","25,590.51","27,960.80","28,402.93"
81,3-Mar-20,"3,003.37","3,096.46","2,954.22","2,916.90","3,337.75","3,360.50",47.18,47.72,44.76,46.49,53.38,53.74,"1,648.90","1,594.30","1,571.80","1,651.70","1,654.60","1,628.30","25,917.41","26,762.47","25,409.36","25,270.83","28,992.41","29,146.53"
82,2-Mar-20,"3,090.23","2,974.28","2,978.76","3,062.54","3,373.23","3,380.45",46.75,43.7,47.09,48.63,53.78,53.5,"1,599.50","1,598.40","1,648.20","1,649.90","1,626.20","1,620.00","26,703.32","25,590.51","25,766.64","26,526.00","29,219.98","29,296.25"
83,28-Feb-20,"2,954.22","2,916.90","3,116.39","3,139.90","3,386.15","3,380.39",44.76,46.49,48.73,50.08,53.29,52.12,"1,571.80","1,651.70","1,648.90","1,643.00","1,617.50","1,610.20","25,409.36","25,270.83","26,957.59","27,159.46","29,348.03","29,312.70"
84,27-Feb-20,"2,978.76","3,062.54","3,128.21","3,238.94","3,370.29","3,369.04",47.09,48.63,49.9,51.37,52.05,52.23,"1,648.20","1,649.90","1,655.80","1,670.00","1,609.30","1,590.40","25,766.64","26,526.00","27,081.36","28,037.65","29,232.19","29,282.78"
85,26-Feb-20,"3,116.39","3,139.90","3,225.89","3,257.61","3,380.16","3,378.08",48.73,50.08,51.43,52.6,52.2,52.34,"1,648.90","1,643.00","1,682.40","1,660.30","1,587.05","1,586.15","26,957.59","27,159.46","27,960.80","28,402.93","29,398.08","29,440.47"
86,25-Feb-20,"3,128.21","3,238.94","3,337.75","3,360.50","3,373.94","3,365.90",49.9,51.37,53.38,53.74,52.36,52.45,"1,655.80","1,670.00","1,654.60","1,628.30","1,586.25","1,585.50","27,081.36","28,037.65","28,992.41","29,146.53","29,423.31","29,436.03"
87,24-Feb-20,"3,225.89","3,257.61","3,373.23","3,380.45","3,379.45","3,370.50",51.43,52.6,53.78,53.5,52.05,51.51,"1,682.40","1,660.30","1,626.20","1,620.00","1,591.90","1,585.30","27,960.80","28,402.93","29,219.98","29,296.25","29,551.42","29,406.75"
88,21-Feb-20,"3,337.75","3,360.50","3,386.15","3,380.39","3,357.75","3,365.87",53.38,53.74,53.29,52.12,51.42,51.72,"1,654.60","1,628.30","1,617.50","1,610.20","1,584.50","1,574.60","28,992.41","29,146.53","29,348.03","29,312.70","29,276.34","29,390.71"
89,20-Feb-20,"3,373.23","3,380.45","3,370.29","3,369.04","3,352.09","3,318.28",53.78,53.5,52.05,52.23,51.17,49.96,"1,626.20","1,620.00","1,609.30","1,590.40","1,577.30","1,576.70","29,219.98","29,296.25","29,232.19","29,282.78","29,276.82","28,995.66"
90,19-Feb-20,"3,386.15","3,380.39","3,380.16","3,378.08","3,327.71","3,335.54",53.29,52.12,52.2,52.34,49.94,49.61,"1,617.50","1,610.20","1,587.05","1,586.15","1,575.90","1,581.60","29,348.03","29,312.70","29,398.08","29,440.47","29,102.51","29,286.92"
91,18-Feb-20,"3,370.29","3,369.04","3,373.94","3,365.90","3,345.78","3,344.92",52.05,52.23,52.36,52.45,49.57,50.12,"1,609.30","1,590.40","1,586.25","1,585.50","1,585.40","1,581.60","29,232.19","29,282.78","29,423.31","29,436.03","29,379.77","29,388.58"
92,14-Feb-20,"3,380.16","3,378.08","3,379.45","3,370.50","3,334.69","3,324.91",52.05,51.51,51.17,49.96,50.75,49.51,"1,591.90","1,585.30","1,577.30","1,576.70","1,568.70","1,563.40","29,398.08","29,440.47","29,551.42","29,406.75","29,290.85","29,048.73"
93,13-Feb-20,"3,373.94","3,365.90","3,357.75","3,365.87","3,297.59","3,280.61",51.42,51.72,49.94,49.61,49.61,49.94,"1,584.50","1,574.60","1,575.90","1,581.60","1,561.40","1,588.40","29,423.31","29,436.03","29,276.34","29,390.71","28,807.63","28,696.74"
