,Date,SP500 Price,SP500 Open,SP500 Price-2,SP500 Open-2,SP500 Price-7,SP500 Open-7,Oil Price,Oil Open,Oil Price-2,Oil Open-2,Oil Price-7,Oil Open-7,G Price,G Open,G Price-2,G Open-2,G Price-7,G Open-7,DJI Price,DJI Open,DJI Price-2,DJI Open-2,DJI Price-7,DJI Open-7,VIX Price,VIX Open,VIX Price-2,VIX Open-2,VIX Price-7,VIX Open-7,SSEC Price,SSEC Open,SSEC Price-2,SSEC Open-2,SSEC Price-7,SSEC Open-7
49,17-Apr-20,"2,874.56","2,842.43","2,783.36","2,795.64","2,659.41","2,738.65",18.27,20.0,19.87,20.72,23.63,26.34,"1,698.80","1,738.50","1,740.20","1,758.10","1,684.30","1,678.70","24,242.49","23,817.15","23,504.35","23,600.72","22,653.86","23,537.44",38.15,39.5,40.84,39.4,46.7,44.83,"2,838.49","2,835.56","2,811.17","2,826.66","2,815.37","2,805.92"
50,16-Apr-20,"2,799.55","2,799.34","2,846.06","2,805.10","2,663.68","2,578.28",19.87,20.15,20.11,22.36,26.08,26.09,"1,731.70","1,743.50","1,768.90","1,761.50","1,683.70","1,707.10","23,537.68","23,543.66","23,949.76","23,690.57","22,679.99","21,693.63",40.11,41.92,37.76,40.24,45.24,44.17,"2,819.94","2,798.43","2,827.28","2,794.80","2,820.76","2,806.97"
51,15-Apr-20,"2,783.36","2,795.64","2,761.63","2,782.46","2,488.65","2,514.92",19.87,20.72,22.41,24.6,28.34,24.81,"1,740.20","1,758.10","1,761.40","1,742.30","1,693.90","1,647.70","23,504.35","23,600.72","23,390.77","23,698.93","21,052.53","21,285.93",40.84,39.4,41.17,44.6,46.8,51.11,"2,811.17","2,826.66","2,783.05","2,784.60","2,763.99","2,773.58"
52,14-Apr-20,"2,846.06","2,805.10","2,789.82","2,776.99","2,526.90","2,458.54",20.11,22.36,22.76,26.28,25.32,21.22,"1,768.90","1,761.50","1,740.60","1,740.60","1,645.70","1,635.30","23,949.76","23,690.57","23,719.37","23,690.66","21,413.44","20,819.46",37.76,40.24,41.67,43.0,50.91,54.46,"2,827.28","2,794.80","2,796.63","2,827.19","2,780.64","2,720.23"
53,13-Apr-20,"2,761.63","2,782.46","2,749.98","2,685.00","2,470.50","2,498.08",22.41,24.6,25.09,24.3,20.31,20.1,"1,761.40","1,742.30","1,752.80","1,680.50","1,637.70","1,602.40","23,390.77","23,698.93","23,433.57","22,893.47","20,943.51","21,227.38",41.17,44.6,43.35,45.9,57.06,57.38,"2,783.05","2,784.60","2,825.90","2,825.84","2,734.52","2,743.54"
54,9-Apr-20,"2,789.82","2,776.99","2,659.41","2,738.65","2,584.59","2,614.69",22.76,26.28,23.63,26.34,20.48,20.23,"1,752.80","1,680.50","1,683.70","1,707.10","1,596.60","1,643.40","23,719.37","23,690.66","22,653.86","23,537.44","21,917.16","22,208.42",41.67,43.0,46.7,44.83,53.54,56.69,"2,825.90","2,825.84","2,820.76","2,806.97","2,747.21","2,739.72"
55,8-Apr-20,"2,749.98","2,685.00","2,663.68","2,578.28","2,626.65","2,558.98",25.09,24.3,26.08,26.09,20.09,20.93,"1,684.30","1,678.70","1,693.90","1,647.70","1,643.20","1,663.40","23,433.57","22,893.47","22,679.99","21,693.63","22,327.48","21,678.22",43.35,45.9,45.24,44.17,57.08,66.3,"2,815.37","2,805.92","2,763.99","2,773.58","2,772.20","2,792.98"
56,7-Apr-20,"2,659.41","2,738.65","2,488.65","2,514.92","2,541.47","2,555.87",23.63,26.34,28.34,24.81,21.51,23.29,"1,683.70","1,707.10","1,645.70","1,635.30","1,654.10","1,653.40","22,653.86","23,537.44","21,052.53","21,285.93","21,636.78","21,898.47",46.7,44.83,46.8,51.11,65.54,64.95,"2,820.76","2,806.97","2,780.64","2,720.23","2,764.91","2,761.90"
57,6-Apr-20,"2,663.68","2,578.28","2,526.90","2,458.54","2,630.07","2,501.29",26.08,26.09,25.32,21.22,22.6,24.25,"1,693.90","1,647.70","1,637.70","1,602.40","1,660.30","1,642.20","22,679.99","21,693.63","21,413.44","20,819.46","22,552.17","21,468.38",45.24,44.17,50.91,54.46,61.0,65.67,,,,,,
58,3-Apr-20,"2,488.65","2,514.92","2,470.50","2,498.08","2,475.56","2,457.77",28.34,24.81,20.31,20.1,24.49,24.37,"1,645.70","1,635.30","1,591.40","1,589.40","1,634.30","1,665.50","21,052.53","21,285.93","20,943.51","21,227.38","21,200.55","21,050.34",46.8,51.11,57.06,57.38,63.95,61.44,"2,763.99","2,773.58","2,734.52","2,743.54","2,781.59","2,775.30"
59,2-Apr-20,"2,526.90","2,458.54","2,584.59","2,614.69","2,447.33","2,344.44",25.32,21.22,20.48,20.23,24.01,23.87,"1,637.70","1,602.40","1,596.60","1,643.40","1,663.30","1,566.30","21,413.44","20,819.46","21,917.16","22,208.42","20,704.91","19,722.19",50.91,54.46,53.54,56.69,61.67,58.76,"2,780.64","2,720.23","2,750.30","2,767.31","2,722.44","2,703.02"
60,1-Apr-20,"2,470.50","2,498.08","2,626.65","2,558.98","2,237.40","2,290.71",20.31,20.1,20.09,20.93,23.36,22.52,"1,591.40","1,589.40","1,643.20","1,663.40","1,572.70","1,508.40","20,943.51","21,227.38","22,327.48","21,678.22","18,591.93","19,028.36",57.06,57.38,57.08,66.3,61.59,74.08,"2,734.52","2,743.54","2,747.21","2,739.72","2,660.17","2,677.59"
61,31-Mar-20,"2,584.59","2,614.69","2,541.47","2,555.87","2,304.92","2,431.94",20.48,20.23,21.51,23.29,22.43,24.73,"1,596.60","1,643.40","1,654.10","1,653.40","1,488.10","1,474.70","21,917.16","22,208.42","21,636.78","21,898.47","19,173.98","20,253.15",53.54,56.69,65.54,64.95,66.04,67.86,"2,750.30","2,767.31","2,772.20","2,792.98","2,745.62","2,727.02"
62,30-Mar-20,"2,626.65","2,558.98","2,630.07","2,501.29","2,409.39","2,393.48",20.09,20.93,22.6,24.25,25.22,22.3,"1,643.20","1,663.40","1,660.30","1,642.20","1,482.30","1,489.70","22,327.48","21,678.22","22,552.17","21,468.38","20,087.19","19,830.01",57.08,66.3,61.0,65.67,72.0,80.62,"2,747.21","2,739.72","2,764.91","2,761.90","2,702.13","2,719.41"
63,27-Mar-20,"2,541.47","2,555.87","2,475.56","2,457.77","2,398.10","2,436.50",21.51,23.29,24.49,24.37,20.37,26.94,"1,654.10","1,653.40","1,634.30","1,665.50","1,480.60","1,533.70","21,636.78","21,898.47","21,200.55","21,050.34","19,898.92","20,188.69",65.54,64.95,63.95,61.44,76.45,69.37,"2,772.20","2,792.98","2,781.59","2,775.30","2,728.76","2,792.32"
64,26-Mar-20,"2,630.07","2,501.29","2,447.33","2,344.44","2,529.19","2,425.66",22.6,24.25,24.01,23.87,26.95,28.69,"1,660.30","1,642.20","1,663.30","1,566.30","1,528.10","1,505.80","22,552.17","21,468.38","20,704.91","19,722.19","21,237.38","20,487.05",61.0,65.67,61.67,58.76,75.91,82.69,"2,764.91","2,761.90","2,722.44","2,703.02","2,779.64","2,796.28"
65,25-Mar-20,"2,475.56","2,457.77","2,237.40","2,290.71","2,386.13","2,508.59",24.49,24.37,23.36,22.52,28.7,33.75,"1,634.30","1,665.50","1,572.70","1,508.40","1,488.60","1,564.80","21,200.55","21,050.34","18,591.93","19,028.36","20,188.52","20,917.53",63.95,61.44,61.59,74.08,82.69,57.83,"2,781.59","2,775.30","2,660.17","2,677.59","2,789.25","2,897.30"
